x,y,dy
0.3929383711957233,0.08540861657452603,0.3831920560881885
-0.42772133009924107,-0.5198803411067978,0.38522044793317467
-0.5462970928715938,-0.8124804852644906,
0.10262953816578246,0.10527828529558633,0.38556680974439583
0.43893793957112615,0.5821365564339632,0.5099603793203437
-0.15378707975107808,-0.7062813049408504,
0.961528396769231,0.9329795167814929,0.7948187268901954
0.3696594771697266,0.3642587625348228,0.34580474114988585
-0.03813619703127813,-0.35964097416271723,0.25617654269187934
-0.21576496361169895,-0.4725812247225724,0.23185622122700766
-0.3136439676982612,-0.45440631231685974,0.26436963060325647
0.45809941476808325,0.6182700979988545,0.36842100946571654
-0.12285551064075118,-0.2791080964244256,0.323932842343715
-0.8806442067808633,-1.4820735388152695,0.6982839483136456
-0.20391148933913716,-0.6203179368151781,0.4117188468936142
0.4759908114640714,0.3610412973269189,0.4624539846069519
-0.635016539093,-1.1922319142607085,0.6199048040914026
-0.6490964877050149,-0.7815255183867775,0.24539144850780886
0.06310274768367674,0.03974765752750753,0.37959234154935434
0.06365517419373212,-0.17157299634658318,0.34130996040698447
0.2688019171026421,0.3081367095223798,0.56292759558882
0.6988635881555791,1.2951079835067814,0.35817231798086846
0.4489106497212705,0.582496150619533,0.28670199350435516
0.22204702135516574,0.2254179377800202,0.34730326059613315
0.4448867651404431,0.7264373055278142,
-0.3540821722936436,-0.11169159906957132,0.4902603464123658
-0.2764226887553718,-0.7240246825104852,0.28821506578507083
-0.5434735382420888,-0.8847248086366488,0.4666175894387223
-0.41257190722234127,-0.7260291203187585,0.3182883510792551
0.2619522477089755,0.05366214339684555,0.37328013471773414
-0.8157901201098496,-0.17232426751852548,0.6432151637903922
-0.13259765464094353,-0.19041257684460078,
-0.1382744733407124,-0.020775562411111864,
-0.01262980469938757,-0.07808305684968476,0.18602562860868957
-0.14833941940834405,0.05431464327407076,0.18107791328529577
-0.37547755405506944,-1.320013313089682,0.5741980714362729
-0.14729738607438358,-0.3569813956547945,0.24843223367646672
0.7867783262342696,0.6784771043492569,0.5639430806491721
0.8883200364077593,0.7073347557983107,1.1123311613670777
0.0036733517686731165,0.061113325746152525,0.2570338791478757
0.24790590358422238,0.2162607152099289,0.31218474711475436
-0.7687632098414086,-0.6495698885720353,0.8599383793667141
-0.3654290363593582,-0.33188059821754956,0.29737021852995904
-0.17034757609273643,-0.2577187383721938,0.31075881068198485
0.7326183157667319,1.071384629164202,0.6017119691366144
-0.4990892692069866,-0.8450925476628668,0.49808287613075397
-0.0339314714745913,-0.21229443716684748,0.1664888942292031
0.97111957122141,0.7243226701384409,0.5772183815250425
0.03897023851961867,-0.03872939847919505,0.25778912437855805
0.2257890515259353,-0.03685303344515495,0.32668108033948623
-0.7587426680193525,-1.5939143131812183,0.8179206132014867
0.6526816010136665,0.9708422356031954,0.6623129895835487
0.20612025682185475,-0.1648329052911876,0.5032885375326794
0.09013601293292983,0.09420173692873951,0.22744313248726952
-0.3144723324513832,-0.5337330129342884,0.2624484042850883
-0.3917584219456318,-0.6856847649937112,
-0.1659555779505968,-0.08677827656032558,0.35058734339803027
0.3626015315855933,0.540632663611211,0.31065483478067807
0.7509136835903498,0.8977806679822524,0.6770675293944197
0.02084467495602227,0.18407916922298811,0.2755958748026023
0.33862756592454457,0.04493360725503631,0.23319458394665077
0.17187310512442577,0.37926632883230493,0.37889861744585823
0.24980700419119972,0.04090873496718897,0.2964342986756721
0.34937810197564967,0.27375170495017603,0.29564638492127204
0.6846848752405146,0.8188523006298922,
-0.8336100233351225,-1.551283924699832,0.9751905087109818
0.5273656828866764,0.5180043377728337,0.5218259291173262
-0.512667250926252,-0.8680028293544706,0.5370984263358398
-0.6115540788424583,-0.8889561865880339,0.3629375244224145
0.14491391498294615,0.45577930906571357,0.2721901214224972
-0.8085749667752258,-2.109799503864372,0.8398214543214184
0.7706536525502792,0.7558003377276723,0.4819272192350493
0.25449794410253745,0.3263700947571076,
0.4468327163799095,0.20078790751415063,0.3120361599181041
-0.9677415866099663,-1.3578669347180894,0.8610151502030289
0.188863758890085,0.1716001950652054,0.22268295562848378
0.1135703847885774,0.12455071534721873,0.3686103145276856
-0.6820807117105545,-0.5649407557130568,0.6443842364242232
-0.6938589697504538,-0.20730997095590198,0.9918685266655897
0.3910590575418218,0.32425562727205504,0.2042620710352422
-0.3624671472362473,-0.5196556106015974,0.26216734861789853
0.3839405910636393,0.17006849272589136,0.2014979320143933
0.10876649943554417,0.024524436254692816,0.17128231330372318
-0.2220988517537108,-0.8078443884022581,0.45620635758082767
0.8502649792279722,0.9254392352944861,0.7064608632873766
0.6833399938254325,1.0636141982961984,0.6259354226070284
-0.2852048666336475,-0.35223269479978914,0.3267481092367494
-0.9128170724019189,-1.1778599879137912,0.2881162332056565
-0.3904638531778051,-0.36130987355898925,0.3852110011951331
-0.20362863616403803,-0.17398013379945945,0.2385748458913013
0.4099176609027244,0.01396389736015824,0.6841617724331297
0.9907169640680349,1.932487198260154,1.066878697600483
-0.2881702685650809,-0.5995599037032086,0.304900345268967
0.5250956275708676,0.4704618359284064,0.20083997734235629
0.18635383312444231,0.21061613624909778,0.17979634717648513
0.38340359740035423,0.40962147620005496,0.4184012226852386
-0.6977450953038395,-0.9492834577638127,0.7766622150752662
-0.2022474145476869,-0.3095220081666877,0.28809170728587025
-0.518288204552751,-0.2453943961928471,0.5442804935714916
-0.31308797190335014,-0.45166605470985965,0.5301512316262667
0.026256308398004302,0.06602126180187542,0.270661421282286
0.33324910032814326,0.38255099541788606,0.17217491729250436
-0.7881830298863723,-0.18423660123084207,0.6190426386944433
-0.7382100986718385,-0.6463606717825328,0.36812792046080667
-0.3560387870633839,-0.28108174715134815,0.5241377619105425
0.3231286733324874,0.4567453822185554,0.3522891380626448
0.6930124505414441,0.7890723225584289,0.5101755380540116
0.1065146895934268,0.0010106188716896974,0.24784011673046383
0.7089049750490095,0.7473928300806868,0.3961547066411165
-0.23032437744847778,-0.3723993899502178,0.24527739942036458
-0.36642420576324053,-0.649734471808284,0.36738510164077376
-0.291470648816643,-0.5542494321400626,0.3789032500479345
-0.6578363415898019,-0.9250351666712828,0.8417464844983527
0.6582252690037809,0.5868998762104429,0.4763327514256062
-0.3226583081713468,-0.5288444227124824,0.32270964243615824
0.10474015058814623,-0.014438485500335767,0.36100907481440164
